,Unnamed: 0,declined,valueClient,extraCost,valueResources,net,processDuration,daysOnContact,daysOnInterview,daysOnSendCV,daysOnReturn,daysOnCSchedule,daysOnCRealized,cluster
0,0,0,0.9896663821757558,-0.1450656780058373,-1.3145324999291113,-0.2935333287942334,14.448112725920266,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,-0.24819495557843302,0.019515176903708464,0.38197309232968896,1
1,1,0,0.9896663821757558,-0.1450656780058373,0.5805329319075025,0.09891613117956091,7.287629268495306,-0.12886070458253648,4.020080351367867,-0.16741364184989616,-0.24819495557843302,-0.3146620672655805,1.8712574286602828,1
2,2,0,0.9896663821757558,-0.1450656780058373,0.8234900385532223,-2.2507492253302077,4.005741017175533,-0.12886070458253648,2.9462623175875113,-0.16741364184989616,3.175639584757873,0.6878696652422864,15.48757136082571,1
3,3,0,0.31599591957461737,-0.1450656780058373,0.3142519430237938,-0.20394356911707848,2.940192883630153,-0.12886070458253648,6.16771641892858,-0.16741364184989616,2.490872676690612,0.3536924210729974,7.190130058412403,1
4,4,0,0.9896663821757558,-0.1450656780058373,-0.6342526013210961,-0.15265403547030723,2.812327107604707,-0.12886070458253648,4.020080351367867,-0.16741364184989616,0.43657195248882824,2.0245786419194425,12.509002688164523,1
5,5,0,0.3723156367052591,-0.1450656780058373,0.3958855308567556,-0.19638580938111264,2.0877543767938485,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,-0.24819495557843302,-0.3146620672655805,-0.2562916232405655,0
6,6,0,0.534776359197495,-0.1450656780058373,1.171404615269893,-0.996911676151187,0.6386089151721303,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,0.20831631646640783,1.6904013977501533,0.16921818713960413,0
7,7,0,0.4567952124012219,-0.1450656780058373,1.0081374396039693,-0.9308807226685375,0.8517185418812064,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,2.034361404645771,-0.3146620672655805,-0.2562916232405655,0
8,8,0,1.8561235688010143,-0.1450656780058373,-0.39129549467537633,2.922539681657681,0.5107431391466846,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,-0.24819495557843302,-0.3146620672655805,-0.2562916232405655,0
9,9,0,-1.1764765843873903,-0.1450656780058373,-0.7061679048882291,-0.4042242021201754,0.4681212138048694,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,0.20831631646640783,0.019515176903708464,-0.2562916232405655,0
10,10,0,-0.3880005445584052,-0.1450656780058373,-0.7061679048882291,-0.2984155658166525,1.1926939446157283,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,-0.24819495557843302,-0.3146620672655805,-0.2562916232405655,0
11,11,0,1.1088042453367288,-0.1450656780058373,1.1101794243951717,0.44030572627049025,0.5107431391466846,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,-0.24819495557843302,-0.3146620672655805,-0.2562916232405655,0
12,12,0,-0.7896653403582572,-0.1450656780058373,-0.8772097079668159,-2.0882644941645867,0.7238527658557607,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,-0.24819495557843302,3.361287618596598,-0.2562916232405655,0
13,13,0,0.5564377888631266,-0.1450656780058373,0.19180156127435102,0.5454679752281739,0.5107431391466846,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,-0.24819495557843302,2.0245786419194425,-0.2562916232405655,0
14,14,0,0.3398234922068119,-0.1450656780058373,-0.6342526013210961,0.0013069065194121008,-0.2564515170059896,-0.12886070458253648,0.7986262500267997,-0.16741364184989616,-0.019939319556012598,-0.3146620672655805,-0.043536718050480684,0
15,15,0,0.10154776588486583,-0.1450656780058373,-0.6245343170552673,0.7234731058515819,0.8517185418812064,-0.12886070458253648,0.7986262500267997,-0.16741364184989616,2.2626170406681916,0.3536924210729974,2.5095221442305373,1
16,16,0,1.6546722729106413,-0.1450656780058373,0.5999695004391602,2.4952705429003297,0.29763351243760844,-0.12886070458253648,0.7986262500267997,-0.16741364184989616,1.5778501326009304,1.0220469094115754,0.16921818713960413,1
17,17,0,0.8813592338475984,-0.1450656780058373,1.2122214091863739,-0.24759957601298688,7.15976349246986,2.213239119057951,2.9462623175875113,-0.16741364184989616,-0.24819495557843302,2.358755886088731,2.935031954610707,1
18,18,0,2.116060724788592,-0.1450656780058373,0.8040534700215648,3.264769817070123,-0.34169536768962006,-0.12886070458253648,0.7986262500267997,-0.16741364184989616,-0.24819495557843302,1.0220469094115754,-0.2562916232405655,0
19,19,0,0.5131149295318636,-0.1450656780058373,0.27343514910731287,0.31972962521971815,1.1500720192739131,-0.12886070458253648,-0.2751917837535565,-0.16741364184989616,1.1213388605560894,0.019515176903708464,2.935031954610707,1
20,20,0,0.9896663821757558,-0.1450656780058373,-0.6391117434540105,-0.15366031613690673,0.7238527658557607,-0.12886070458253648,-0.2751917837535565,10.939615562260457,-0.24819495557843302,-0.3146620672655805,2.0840123338503678,1
